"","...1","Round","Day","Date","Year","Time","Home","Away","Attendance","Venue","Home.Odds","Away.Odds","Line","Favorite","Underdog","Differential","venueavg","Attendance_Differential","HomeVenueAvg","HomeDifferential","HomeDifferentialPct","TimeBucket"
"105",909,17,"Sat",2014-07-12,2014,1899-12-31 02:10:00,"North Melbourne","St Kilda",10641,"Bellerive",1.04,11.65,"177.5",1.04,11.65,10.61,12573.0555555556,-1932.05555555555,12573.0555555556,-1932.05555555555,-0.153666349998895,2
"106",920,16,"Fri",2014-07-04,2014,1899-12-31 07:50:00,"North Melbourne","Hawthorn",35025,"Docklands",3.89,1.25,"195.5",1.25,3.89,2.64,31157.9865168539,3867.01348314607,27670.4819277108,7354.51807228916,0.265789301809157,7
"107",924,15,"Sat",2014-06-28,2014,1899-12-31 07:40:00,"Brisbane Lions","North Melbourne",15862,"Gabba",5.26,1.15,"175.5",1.15,5.26,4.11,20680.4862385321,-4818.48623853211,20786.5428571429,-4924.54285714286,-0.236910143788083,7
"108",930,14,"Sun",2014-06-22,2014,1899-12-31 04:40:00,"Melbourne","North Melbourne",26615,"M.C.G.",3.56,1.29,"160.5",1.29,3.56,2.27,50394.4829157175,-23779.4829157175,35367.7023809524,-8752.70238095238,-0.247477268573325,4
"109",942,13,"Sat",2014-06-14,2014,1899-12-31 07:10:00,"Adelaide","North Melbourne",47205,"Adelaide",1.85,1.93,"173.5",1.85,1.93,0.0799999999999998,43516.4,3688.6,46719.6666666667,485.333333333336,0.0103882019706191,7
"110",949,12,"Sun",2014-06-08,2014,1899-12-31 07:10:00,"North Melbourne","Richmond",32977,"Docklands",1.31,3.43,"181.5",1.31,3.43,2.12,31157.9865168539,1819.01348314607,27670.4819277108,5306.51807228916,0.19177541201315,7
"111",957,11,"Sun",2014-06-01,2014,1899-12-31 05:40:00,"West Coast","North Melbourne",35914,"Subiaco",1.6,2.31,"171.5",1.6,2.31,0.71,35153.3529411765,760.647058823532,36141.247311828,-227.247311827959,-0.006287755092326,5
"112",971,10,"Fri",2014-05-23,2014,1899-12-31 07:50:00,"Geelong","North Melbourne",27402,"Kardinia",1.54,2.46,"169.5",1.54,2.46,0.92,24884.9718309859,2517.02816901408,24884.9718309859,2517.02816901408,0.101146514696069,7
"113",974,9,"Sat",2014-05-17,2014,1899-12-31 04:40:00,"North Melbourne","Brisbane Lions",21152,"Docklands",1.06,9.34,"183.5",1.06,9.34,8.28,31157.9865168539,-10005.9865168539,27670.4819277108,-6518.48192771084,-0.235575294450613,4
"114",986,7,"Sun",2014-05-04,2014,1899-12-31 01:10:00,"North Melbourne","Gold Coast",19819,"Docklands",1.26,3.78,"182.5",1.26,3.78,2.52,31157.9865168539,-11338.9865168539,27670.4819277108,-7851.48192771084,-0.283749374088346,1
"115",999,6,"Fri",2014-04-25,2014,1899-12-31 06:45:00,"Fremantle","North Melbourne",37624,"Subiaco",1.27,3.74,"167.5",1.27,3.74,2.47,35153.3529411765,2470.64705882353,34175.9680851064,3448.03191489362,0.100890541163521,6
"116",1009,5,"Sat",2014-04-19,2014,1899-12-31 01:40:00,"Collingwood","North Melbourne",57116,"M.C.G.",1.86,1.91,"179.5",1.86,1.91,0.0499999999999998,50394.4829157175,6721.51708428246,57107.1149425287,8.88505747126328,0.000155585822890983,1
"117",1013,4,"Sun",2014-04-13,2014,1899-12-31 01:10:00,"Sydney","North Melbourne",25505,"S.C.G.",1.4,2.93,"165.5",1.4,2.93,1.53,29955.7356321839,-4450.73563218391,29955.7356321839,-4450.73563218391,-0.148577076751943,1
"118",1021,3,"Sun",2014-04-06,2014,1899-12-31 04:10:00,"North Melbourne","Port Adelaide",19111,"Docklands",2.07,1.74,"193.5",1.74,2.07,0.33,31157.9865168539,-12046.9865168539,27670.4819277108,-8559.48192771084,-0.309336207084231,4
"119",1029,2,"Sun",2014-03-30,2014,1899-12-31 04:40:00,"Western Bulldogs","North Melbourne",28512,"Docklands",3.21,1.35,"200.5",1.35,3.21,1.86,31157.9865168539,-2645.98651685393,28841.2391304348,-329.239130434784,-0.0114155681365075,4
"120",1041,1,"Fri",2014-03-21,2014,1899-12-31 07:50:00,"North Melbourne","Essendon",42332,"Docklands",1.45,2.69,"199.5",1.45,2.69,1.24,31157.9865168539,11174.0134831461,27670.4819277108,14661.5180722892,0.529861319748329,7
"121",1055,23,"Fri",2015-09-04,2015,1899-12-31 07:50:00,"Richmond","North Melbourne",40461,"Docklands",1.08,8.03,"188.5",1.08,8.03,6.95,31157.9865168539,9303.01348314607,33203.6363636364,7257.36363636364,0.218571350344979,7
"122",1061,22,"Sat",2015-08-29,2015,1899-12-31 04:35:00,"North Melbourne","Western Bulldogs",37299,"Docklands",1.63,2.27,"188.5",1.63,2.27,0.64,31157.9865168539,6141.01348314607,27670.4819277108,9628.51807228916,0.347970739990856,4
"123",1067,21,"Sun",2015-08-23,2015,1899-12-31 01:10:00,"North Melbourne","Fremantle",23857,"Docklands",1.66,2.23,"174.5",1.66,2.23,0.57,31157.9865168539,-7300.98651685393,27670.4819277108,-3813.48192771084,-0.137817690984695,1
"124",1080,20,"Sat",2015-08-15,2015,1899-12-31 02:10:00,"North Melbourne","St Kilda",14346,"Bellerive",1.16,5.23,"182.5",1.16,5.23,4.07,12573.0555555556,1772.94444444445,12573.0555555556,1772.94444444445,0.141011422132868,2
"125",1085,19,"Sun",2015-08-09,2015,1899-12-31 01:10:00,"Melbourne","North Melbourne",30695,"M.C.G.",3.39,1.32,"163.5",1.32,3.39,2.07,50394.4829157175,-19699.4829157175,35367.7023809524,-4672.70238095238,-0.132117781659148,1
"126",1095,18,"Sat",2015-08-01,2015,1899-12-31 07:20:00,"Carlton","North Melbourne",25251,"Docklands",5.55,1.14,"185.5",1.14,5.55,4.41,31157.9865168539,-5906.98651685393,32309.6481481481,-7058.64814814815,-0.218468740847391,7
"127",1104,17,"Sat",2015-07-25,2015,1899-12-31 07:20:00,"Brisbane Lions","North Melbourne",15563,"Gabba",4.42,1.21,"168.5",1.21,4.42,3.21,20680.4862385321,-5117.48623853211,20786.5428571429,-5223.54285714286,-0.25129445011814,7
"128",1118,16,"Fri",2015-07-17,2015,1899-12-31 07:50:00,"North Melbourne","Essendon",31025,"Docklands",1.2,4.52,"179.5",1.2,4.52,3.32,31157.9865168539,-132.986516853933,27670.4819277108,3354.51807228916,0.12123092330133,7
"129",1123,15,"Sat",2015-07-11,2015,1899-12-31 07:20:00,"North Melbourne","Geelong",31270,"Docklands",2.03,1.79,"188.5",1.79,2.03,0.24,31157.9865168539,112.013483146067,27670.4819277108,3599.51807228916,0.130085123984935,7
"130",1132,14,"Sat",2015-07-04,2015,1899-12-31 04:40:00,"Gold Coast","North Melbourne",14444,"Carrara",3.8,1.27,"176.5",1.27,3.8,2.53,14013.1604938272,430.839506172839,14048.65,395.35,0.0281414940225574,4
"131",1144,12,"Sat",2015-06-20,2015,1899-12-31 04:35:00,"Greater Western Sydney","North Melbourne",7824,"Sydney",2.96,1.4,"179.5",1.4,2.96,1.56,10800.6603773585,-2976.66037735849,10800.6603773585,-2976.66037735849,-0.275599849764602,4
"132",1150,11,"Sat",2015-06-13,2015,1899-12-31 07:20:00,"North Melbourne","Sydney",32127,"Docklands",2.56,1.51,"180.5",1.51,2.56,1.05,31157.9865168539,969.013483146067,27670.4819277108,4456.51807228916,0.161056756580236,7
"133",1156,10,"Sun",2015-06-07,2015,1899-12-31 03:20:00,"North Melbourne","West Coast",12011,"Bellerive",2.1,1.73,"176.5",1.73,2.1,0.37,12573.0555555556,-562.055555555555,12573.0555555556,-562.055555555555,-0.0447031791971367,3
"134",1164,9,"Sun",2015-05-31,2015,1899-12-31 03:20:00,"Collingwood","North Melbourne",43452,"M.C.G.",1.89,1.92,"160.5",1.89,1.92,0.03,50394.4829157175,-6942.48291571754,57107.1149425287,-13655.1149425287,-0.239114074599477,3
"135",1175,8,"Sat",2015-05-23,2015,1899-12-31 05:40:00,"Fremantle","North Melbourne",35836,"Subiaco",1.2,4.61,"163.5",1.2,4.61,3.41,35153.3529411765,682.647058823532,34175.9680851064,1660.03191489362,0.0485730765770772,5
"136",1189,7,"Fri",2015-05-15,2015,1899-12-31 07:50:00,"Essendon","North Melbourne",43972,"Docklands",2.88,1.42,"174.5",1.42,2.88,1.46,31157.9865168539,12814.0134831461,36322.6666666667,7649.33333333334,0.210593935834373,7
"137",1197,6,"Sat",2015-05-09,2015,1899-12-31 01:45:00,"North Melbourne","Richmond",17544,"Bellerive",1.59,2.35,"183.5",1.59,2.35,0.76,12573.0555555556,4970.94444444445,12573.0555555556,4970.94444444445,0.395364867551864,1
"138",1203,5,"Sat",2015-05-02,2015,1899-12-31 07:25:00,"North Melbourne","Hawthorn",38077,"Docklands",3.32,1.33,"196.5",1.33,3.32,1.99,31157.9865168539,6919.01348314607,27670.4819277108,10406.5180722892,0.376087344610629,7
"139",1209,4,"Sun",2015-04-26,2015,1899-12-31 03:20:00,"Geelong","North Melbourne",23452,"Kardinia",2.26,1.63,"180.5",1.63,2.26,0.63,24884.9718309859,-1432.97183098592,24884.9718309859,-1432.97183098592,-0.0575838237116921,3
"140",1221,3,"Sat",2015-04-18,2015,1899-12-31 07:20:00,"North Melbourne","Port Adelaide",22586,"Docklands",1.9,1.9,"183.5",1.9,1.9,0,31157.9865168539,-8571.98651685393,27670.4819277108,-5084.48192771084,-0.183751115755557,7
"141",1226,2,"Sun",2015-04-12,2015,1899-12-31 04:40:00,"North Melbourne","Brisbane Lions",22275,"Docklands",1.14,5.78,"184.5",1.14,5.78,4.64,31157.9865168539,-8882.98651685393,27670.4819277108,-5395.48192771084,-0.194990529684541,4
"142",1236,1,"Sun",2015-04-05,2015,1899-12-31 02:50:00,"Adelaide","North Melbourne",45607,"Adelaide",1.7,2.14,"185.5",1.7,2.14,0.44,43516.4,2090.6,46719.6666666667,-1112.66666666666,-0.0238158091881363,2
"143",1248,23,"Sat",2016-08-27,2016,1899-12-31 07:25:00,"North Melbourne","Greater Western Sydney",22295,"Docklands",2.7,1.46,"179.5",1.46,2.7,1.24,31157.9865168539,-8862.98651685393,27670.4819277108,-5375.48192771084,-0.194267737792001,7
"144",1260,22,"Sat",2016-08-20,2016,1899-12-31 01:45:00,"North Melbourne","Sydney",16495,"Bellerive",3.47,1.31,"170",1.31,3.47,2.16,12573.0555555556,3921.94444444445,12573.0555555556,3921.94444444445,0.311932483485408,1
"145",1268,21,"Sat",2016-08-13,2016,1899-12-31 02:10:00,"Hawthorn","North Melbourne",50657,"M.C.G.",1.27,3.73,"180.5",1.27,3.73,2.46,50394.4829157175,262.517084282459,49782.9508196721,874.049180327871,0.0175571991201149,2
"146",1275,20,"Sat",2016-08-06,2016,1899-12-31 07:25:00,"Western Bulldogs","North Melbourne",30740,"Docklands",2.23,1.65,"164.5",1.65,2.23,0.58,31157.9865168539,-417.986516853933,28841.2391304348,1898.76086956522,0.0658349268898625,7
"147",1284,19,"Sat",2016-07-30,2016,1899-12-31 07:25:00,"North Melbourne","St Kilda",44287,"Docklands",1.47,2.65,"180.5",1.47,2.65,1.18,31157.9865168539,13129.0134831461,27670.4819277108,16616.5180722892,0.600514227244029,7
"148",1297,18,"Fri",2016-07-22,2016,1899-12-31 07:50:00,"Collingwood","North Melbourne",36041,"Docklands",1.92,1.86,"179.5",1.86,1.92,0.0599999999999998,31157.9865168539,4883.01348314607,35366.8421052632,674.15789473684,0.0190618628807833,7
"149",1303,17,"Sat",2016-07-16,2016,1899-12-31 04:35:00,"North Melbourne","Port Adelaide",24361,"Docklands",1.39,2.95,"188.5",1.39,2.95,1.56,31157.9865168539,-6796.98651685393,27670.4819277108,-3309.48192771084,-0.119603335292709,4
"150",1308,16,"Sun",2016-07-10,2016,1899-12-31 01:20:00,"West Coast","North Melbourne",35618,"Subiaco",1.34,3.27,"174.5",1.34,3.27,1.93,35153.3529411765,464.647058823532,36141.247311828,-523.247311827959,-0.0144778432053925,1
"151",1327,14,"Thu",2016-06-23,2016,1899-12-31 07:20:00,"Adelaide","North Melbourne",37890,"Adelaide",1.27,3.77,"158.5",1.27,3.77,2.5,43516.4,-5626.4,46719.6666666667,-8829.66666666666,-0.18899250137344,7
"152",1333,13,"Fri",2016-06-17,2016,1899-12-31 07:50:00,"North Melbourne","Hawthorn",37073,"Docklands",3.41,1.32,"192.5",1.32,3.41,2.09,31157.9865168539,5915.01348314607,27670.4819277108,9402.51807228916,0.339803191605164,7
"153",1339,12,"Sat",2016-06-11,2016,1899-12-31 07:25:00,"Geelong","North Melbourne",44025,"Docklands",1.89,1.9,"180.5",1.89,1.9,0.01,31157.9865168539,12867.0134831461,39256,4769,0.121484613816996,7
"154",1351,11,"Fri",2016-06-03,2016,1899-12-31 07:50:00,"North Melbourne","Richmond",17844,"Bellerive",1.56,2.43,"178.5",1.56,2.43,0.87,12573.0555555556,5270.94444444445,12573.0555555556,5270.94444444445,0.419225415902614,7
"155",1360,10,"Fri",2016-05-27,2016,1899-12-31 07:50:00,"Sydney","North Melbourne",38498,"S.C.G.",1.41,2.93,"176.5",1.41,2.93,1.52,29955.7356321839,8542.26436781609,29955.7356321839,8542.26436781609,0.285162897439862,7
"156",1365,9,"Sat",2016-05-21,2016,1899-12-31 07:25:00,"North Melbourne","Carlton",38419,"Docklands",1.24,4.07,"180.5",1.24,4.07,2.83,31157.9865168539,7261.01348314607,27670.4819277108,10748.5180722892,0.388447085973048,7
"157",1377,8,"Sat",2016-05-14,2016,1899-12-31 01:45:00,"Essendon","North Melbourne",30321,"Docklands",10.13,1.05,"184.5",1.05,10.13,9.08,31157.9865168539,-836.986516853933,36322.6666666667,-6001.66666666666,-0.165231994714044,1
"158",1380,7,"Sun",2016-05-08,2016,1899-12-31 03:20:00,"St Kilda","North Melbourne",27254,"Docklands",3.53,1.3,"199.5",1.3,3.53,2.23,31157.9865168539,-3903.98651685393,30626.3473684211,-3372.34736842105,-0.110112620609087,3
"159",1396,6,"Fri",2016-04-29,2016,1899-12-31 07:50:00,"North Melbourne","Western Bulldogs",47622,"Docklands",1.8,2.01,"189.5",1.8,2.01,0.21,31157.9865168539,16464.0134831461,27670.4819277108,19951.5180722892,0.72103977532493,7
"160",1403,5,"Sat",2016-04-23,2016,1899-12-31 04:35:00,"Gold Coast","North Melbourne",13351,"Carrara",3.05,1.38,"193.5",1.38,3.05,1.67,14013.1604938272,-662.160493827161,14048.65,-697.65,-0.0496595758311297,4
"161",1406,4,"Sun",2016-04-17,2016,1899-12-31 04:40:00,"North Melbourne","Fremantle",23393,"Docklands",1.23,4.15,"180.5",1.23,4.15,2.92,31157.9865168539,-7764.98651685393,27670.4819277108,-4277.48192771084,-0.154586462891603,4
"162",1417,3,"Sun",2016-04-10,2016,1899-12-31 01:10:00,"North Melbourne","Melbourne",12607,"Bellerive",1.13,6.03,"162.5",1.13,6.03,4.9,12573.0555555556,33.9444444444453,12573.0555555556,33.9444444444453,0.00269977685968678,1
"163",1429,2,"Sat",2016-04-02,2016,1899-12-31 03:35:00,"Brisbane Lions","North Melbourne",18021,"Gabba",3.82,1.27,"192.5",1.27,3.82,2.55,20680.4862385321,-2659.48623853211,20786.5428571429,-2765.54285714286,-0.133044868314528,3
"164",1437,1,"Sat",2016-03-26,2016,1899-12-31 07:25:00,"North Melbourne","Adelaide",25485,"Docklands",1.43,2.81,"194.5",1.43,2.81,1.38,31157.9865168539,-5672.98651685393,27670.4819277108,-2185.48192771084,-0.0789824309320097,7
"165",1448,23,"Sat",2017-08-26,2017,1899-12-31 02:10:00,"Brisbane Lions","North Melbourne",15416,"Gabba",1.44,2.8,"212.5",1.44,2.8,1.36,20680.4862385321,-5264.48623853211,20786.5428571429,-5370.54285714286,-0.258366333163352,2
"166",1452,22,"Sun",2017-08-20,2017,1899-12-31 03:20:00,"St Kilda","North Melbourne",29126,"Docklands",1.32,3.33,"189.5",1.32,3.33,2.01,31157.9865168539,-2031.98651685393,30626.3473684211,-1500.34736842105,-0.0489887791832488,3
"167",1461,21,"Sun",2017-08-13,2017,1899-12-31 03:20:00,"Hawthorn","North Melbourne",14509,"York",1.34,3.21,"180.5",1.34,3.21,1.87,14457.1578947368,51.8421052631584,14457.1578947368,51.8421052631584,0.00358591264207134,3
"168",1473,20,"Sat",2017-08-05,2017,1899-12-31 07:25:00,"North Melbourne","Collingwood",33394,"Docklands",2.81,1.43,"196.5",1.43,2.81,1.38,31157.9865168539,2236.01348314607,27670.4819277108,5723.51807228916,0.206845622972591,7
"169",1485,19,"Sat",2017-07-29,2017,1899-12-31 01:45:00,"North Melbourne","Melbourne",13939,"Bellerive",3.07,1.37,"189.5",1.37,3.07,1.7,12573.0555555556,1365.94444444445,12573.0555555556,1365.94444444445,0.108640611537017,1
"170",1494,18,"Sat",2017-07-22,2017,1899-12-31 01:45:00,"Essendon","North Melbourne",40359,"Docklands",1.19,4.78,"194.5",1.19,4.78,3.59,31157.9865168539,9201.01348314607,36322.6666666667,4036.33333333334,0.11112436678658,1
"171",1502,17,"Sat",2017-07-15,2017,1899-12-31 01:40:00,"Port Adelaide","North Melbourne",34138,"Adelaide",1.12,6.19,"192.5",1.12,6.19,5.07,43516.4,-9378.4,40427.5357142857,-6289.53571428572,-0.155575540362783,1
"172",1507,16,"Sun",2017-07-09,2017,1899-12-31 01:10:00,"North Melbourne","Fremantle",19267,"Docklands",1.41,2.9,"183.5",1.41,2.9,1.49,31157.9865168539,-11890.9865168539,27670.4819277108,-8403.48192771084,-0.303698430322426,1
"173",1519,15,"Sat",2017-07-01,2017,1899-12-31 04:35:00,"Gold Coast","North Melbourne",12779,"Carrara",1.54,2.48,"191.5",1.54,2.48,0.94,14013.1604938272,-1234.16049382716,14048.65,-1269.65,-0.0903752317838369,4
"174",1527,14,"Sat",2017-06-24,2017,1899-12-31 07:25:00,"Western Bulldogs","North Melbourne",28263,"Docklands",1.59,2.34,"168.5",1.59,2.34,0.75,31157.9865168539,-2894.98651685393,28841.2391304348,-578.239130434784,-0.0200490390797598,7
"175",1536,13,"Fri",2017-06-16,2017,1899-12-31 07:50:00,"North Melbourne","St Kilda",26107,"Docklands",1.99,1.81,"181.5",1.81,1.99,0.18,31157.9865168539,-5050.98651685393,27670.4819277108,-1563.48192771084,-0.0565036030740426,7
"176",1546,11,"Sat",2017-06-03,2017,1899-12-31 07:25:00,"North Melbourne","Richmond",36100,"Docklands",1.9,1.88,"184.5",1.88,1.9,0.02,31157.9865168539,4942.01348314607,27670.4819277108,8429.51807228916,0.304639366033135,7
"177",1552,10,"Sun",2017-05-28,2017,1899-12-31 03:20:00,"Carlton","North Melbourne",32802,"Docklands",3.36,1.32,"177.5",1.32,3.36,2.04,31157.9865168539,1644.01348314607,32309.6481481481,492.35185185185,0.0152385395716564,3
"178",1561,9,"Sun",2017-05-21,2017,1899-12-31 03:20:00,"Melbourne","North Melbourne",33218,"M.C.G.",1.57,2.41,"186.5",1.57,2.41,0.84,50394.4829157175,-17176.4829157175,35367.7023809524,-2149.70238095238,-0.0607815107070717,3
"179",1568,8,"Sun",2017-05-14,2017,1899-12-31 04:40:00,"North Melbourne","Sydney",21589,"Docklands",1.71,2.14,"186.5",1.71,2.14,0.43,31157.9865168539,-9568.98651685393,27670.4819277108,-6081.48192771084,-0.219782291598633,4
"180",1584,7,"Sat",2017-05-06,2017,1899-12-31 01:45:00,"North Melbourne","Adelaide",10064,"Bellerive",5.58,1.15,"174.5",1.15,5.58,4.43,12573.0555555556,-2509.05555555555,12573.0555555556,-2509.05555555555,-0.199558137993505,1
"181",1590,6,"Sat",2017-04-29,2017,1899-12-31 07:25:00,"North Melbourne","Gold Coast",15431,"Docklands",1.43,2.82,"196.5",1.43,2.82,1.39,31157.9865168539,-15726.9865168539,27670.4819277108,-12239.4819277108,-0.442329915311432,7
"182",1599,5,"Sat",2017-04-22,2017,1899-12-31 05:40:00,"Fremantle","North Melbourne",33319,"Subiaco",1.61,2.31,"179.5",1.61,2.31,0.7,35153.3529411765,-1834.35294117647,34175.9680851064,-856.968085106382,-0.0250751663558535,5
"183",1611,4,"Fri",2017-04-14,2017,1899-12-31 04:20:00,"North Melbourne","Western Bulldogs",42814,"Docklands",3.54,1.3,"184.5",1.3,3.54,2.24,31157.9865168539,11656.0134831461,27670.4819277108,15143.5180722892,0.547280604358522,4
"184",1620,3,"Sat",2017-04-08,2017,1899-12-31 01:45:00,"North Melbourne","Greater Western Sydney",8758,"Bellerive",4.31,1.22,"205.5",1.22,4.31,3.09,12573.0555555556,-3815.05555555555,12573.0555555556,-3815.05555555555,-0.303431058480436,1
"185",1624,2,"Sun",2017-04-02,2017,1899-12-31 01:10:00,"Geelong","North Melbourne",30917,"Docklands",1.18,4.86,"201.5",1.18,4.86,3.68,31157.9865168539,-240.986516853933,39256,-8339,-0.212426125942531,1
"186",1633,1,"Sun",2017-03-26,2017,1899-12-31 01:10:00,"North Melbourne","West Coast",21997,"Docklands",3.4,1.32,"186.5",1.32,3.4,2.08,31157.9865168539,-9160.98651685393,27670.4819277108,-5673.48192771084,-0.205037336990834,1
"187",1640,23,"Sun",2018-08-26,2018,1899-12-31 04:40:00,"St Kilda","North Melbourne",19866,"Docklands",3.15,1.35,"185.5",1.35,3.15,1.8,31157.9865168539,-11291.9865168539,30626.3473684211,-10760.3473684211,-0.35134282384311,4
"188",1649,22,"Sun",2018-08-19,2018,1899-12-31 04:10:00,"Adelaide","North Melbourne",41444,"Adelaide",1.36,3.09,"186.5",1.36,3.09,1.73,43516.4,-2072.4,46719.6666666667,-5275.66666666666,-0.112921753151778,4
"189",1660,21,"Sun",2018-08-12,2018,1899-12-31 01:10:00,"North Melbourne","Western Bulldogs",27031,"Docklands",1.29,3.51,"178.5",1.29,3.51,2.22,31157.9865168539,-4126.98651685393,27670.4819277108,-639.481927710844,-0.0231106176387347,1
"190",1673,20,"Sat",2018-08-04,2018,1899-12-31 02:10:00,"Brisbane Lions","North Melbourne",18395,"Gabba",1.71,2.1,"187.5",1.71,2.1,0.39,20680.4862385321,-2285.48623853211,20786.5428571429,-2391.54285714286,-0.115052458389975,2
"191",1678,19,"Sun",2018-07-29,2018,1899-12-31 01:10:00,"North Melbourne","West Coast",11176,"Bellerive",1.68,2.16,"163.5",1.68,2.16,0.48,12573.0555555556,-1397.05555555555,12573.0555555556,-1397.05555555555,-0.111115038773391,1
"192",1692,18,"Sat",2018-07-21,2018,1899-12-31 01:45:00,"Collingwood","North Melbourne",50393,"M.C.G.",1.47,2.62,"171.5",1.47,2.62,1.15,50394.4829157175,-1.48291571754089,57107.1149425287,-6714.11494252874,-0.117570550522219,1
"193",1695,17,"Sun",2018-07-15,2018,1899-12-31 03:20:00,"North Melbourne","Sydney",25633,"Docklands",1.87,1.91,"165.5",1.87,1.91,0.0399999999999998,31157.9865168539,-5524.98651685393,27670.4819277108,-2037.48192771084,-0.0736337709272201,3
"194",1705,16,"Sun",2018-07-08,2018,1899-12-31 01:10:00,"North Melbourne","Gold Coast",14389,"Docklands",1.07,8.1,"177.5",1.07,8.1,7.03,31157.9865168539,-16768.9865168539,27670.4819277108,-13281.4819277108,-0.479987372912721,1
"195",1713,15,"Sun",2018-07-01,2018,1899-12-31 03:20:00,"Essendon","North Melbourne",45580,"Docklands",1.94,1.85,"165.5",1.85,1.94,0.0899999999999999,31157.9865168539,14422.0134831461,36322.6666666667,9257.33333333334,0.254863813229572,3
"196",1722,14,"Sat",2018-06-23,2018,1899-12-31 07:25:00,"Western Bulldogs","North Melbourne",26301,"Docklands",3.85,1.26,"170.5",1.26,3.85,2.59,31157.9865168539,-4856.98651685393,28841.2391304348,-2540.23913043478,-0.0880766294036996,7
"197",1738,12,"Sat",2018-06-09,2018,1899-12-31 01:45:00,"Geelong","North Melbourne",31265,"Kardinia",1.43,2.81,"157.5",1.43,2.81,1.38,24884.9718309859,6380.02816901408,24884.9718309859,6380.02816901408,0.25638076716928,1
"198",1742,11,"Sun",2018-06-03,2018,1899-12-31 01:10:00,"North Melbourne","Brisbane Lions",22133,"Docklands",1.23,4.19,"179.5",1.23,4.19,2.96,31157.9865168539,-9024.98651685393,27670.4819277108,-5537.48192771084,-0.200122352121568,1
"199",1749,10,"Sun",2018-05-27,2018,1899-12-31 02:40:00,"Fremantle","North Melbourne",37575,"Perth",1.88,1.91,"145.5",1.88,1.91,0.03,46893.0434782609,-9318.04347826087,41763.9090909091,-4188.90909090909,-0.100299736832367,2
"200",1764,9,"Sat",2018-05-19,2018,1899-12-31 01:45:00,"North Melbourne","Greater Western Sydney",7194,"Bellerive",1.46,2.74,"163.5",1.46,2.74,1.28,12573.0555555556,-5379.05555555555,12573.0555555556,-5379.05555555555,-0.427824050549014,1
"201",1767,8,"Sun",2018-05-13,2018,1899-12-31 01:10:00,"North Melbourne","Richmond",29153,"Docklands",3.57,1.29,"171.5",1.29,3.57,2.28,31157.9865168539,-2004.98651685393,27670.4819277108,1482.51807228916,0.0535776021596673,1
"202",1779,7,"Sat",2018-05-05,2018,1899-12-31 07:25:00,"Sydney","North Melbourne",29124,"S.C.G.",1.22,4.28,"164.5",1.22,4.28,3.06,29955.7356321839,-831.735632183907,29955.7356321839,-831.735632183907,-0.0277654884659319,7
"203",1790,6,"Sat",2018-04-28,2018,1899-12-31 02:10:00,"North Melbourne","Port Adelaide",17617,"Docklands",2.17,1.68,"176.5",1.68,2.17,0.49,31157.9865168539,-13540.9865168539,27670.4819277108,-10053.4819277108,-0.363328761456905,2
"204",1796,5,"Sun",2018-04-22,2018,1899-12-31 03:20:00,"North Melbourne","Hawthorn",27981,"Docklands",2.5,1.53,"189.5",1.53,2.5,0.97,31157.9865168539,-3176.98651685393,27670.4819277108,310.518072289156,0.0112219972568741,3
"205",1806,4,"Sat",2018-04-14,2018,1899-12-31 07:25:00,"North Melbourne","Carlton",14266,"Bellerive",1.52,2.53,"171.5",1.52,2.53,1.01,12573.0555555556,1692.94444444445,12573.0555555556,1692.94444444445,0.134648609239335,7
"206",1817,3,"Sat",2018-04-07,2018,1899-12-31 02:10:00,"Melbourne","North Melbourne",35518,"M.C.G.",1.35,3.18,"187.5",1.35,3.18,1.83,50394.4829157175,-14876.4829157175,35367.7023809524,150.297619047618,0.00424957260239112,2
"207",1827,2,"Fri",2018-03-30,2018,1899-12-31 04:20:00,"North Melbourne","St Kilda",33966,"Docklands",3.1,1.37,"192.5",1.37,3.1,1.73,31157.9865168539,2808.01348314607,27670.4819277108,6295.51807228916,0.22751747109921,4
"208",1832,1,"Sat",2018-03-24,2018,1899-12-31 06:25:00,"Gold Coast","North Melbourne",3722,"Cazaly's",1.93,1.86,"150.5",1.86,1.93,0.0699999999999998,9222.5,-5500.5,3722,0,0,6
